layer,z_mm,segments,support_segments,island_candidates_ge_0_25mm2,largest_island_candidate_mm2,occupied_raster_area_mm2
1,0.2,801,0,0,0.0,484.188
2,0.4,395,0,0,0.0,505.5
3,0.6,400,0,0,0.0,505.438
4,0.8,395,0,0,0.0,505.5
5,1.0,400,0,0,0.0,505.438
6,1.2,501,0,0,0.0,480.875
7,1.4,400,0,0,0.0,505.438
8,1.6,395,0,0,0.0,505.5
9,1.8,399,0,0,0.0,505.438
10,2.0,564,0,0,0.0,503.438
11,2.2,1249,0,0,0.0,147.938
12,2.4,1287,12,0,0.0,158.562
13,2.6,1266,0,0,0.0,147.75
14,2.64,9,9,0,0.0,7.312
15,2.8,1270,0,0,0.0,147.625
16,2.88,11,11,0,0.0,7.375
17,3.0,1192,0,0,0.0,132.062
18,3.12,9,9,0,0.0,7.312
19,3.2,1180,0,0,0.0,131.75
20,3.36,11,11,0,0.0,7.375
21,3.4,1167,0,0,0.0,132.0
22,3.6,1179,9,0,0.0,139.812
23,3.8,1219,0,0,0.0,132.875
24,4.0,1217,0,0,0.0,119.062
25,4.2,1199,24,0,0.0,143.25
26,4.4,1174,0,0,0.0,119.562
27,4.47619,20,20,0,0.0,16.25
28,4.6,1204,0,0,0.0,120.062
29,4.75238,20,20,0,0.0,16.25
30,4.8,1175,0,0,0.0,119.375
31,5.0,1188,0,0,0.0,119.688
32,5.02857,4,4,0,0.0,13.5
33,5.2,1192,0,0,0.0,120.0
34,5.30476,4,4,0,0.0,13.5
35,5.4,1194,0,0,0.0,120.062
36,5.58095,4,4,0,0.0,13.5
37,5.6,1194,0,0,0.0,119.938
38,5.8,1176,0,0,0.0,120.312
39,5.85714,4,4,0,0.0,13.5
40,6.0,1166,0,0,0.0,101.0
41,6.13333,4,4,0,0.0,13.5
42,6.2,1173,0,0,0.0,101.062
43,6.4,1170,0,0,0.0,100.812
44,6.40952,4,4,0,0.0,13.5
45,6.6,1161,0,0,0.0,100.875
46,6.68571,4,4,0,0.0,13.5
47,6.8,1170,0,0,0.0,101.312
48,6.9619,4,4,0,0.0,13.5
49,7.0,1179,0,0,0.0,104.812
50,7.2,1130,0,0,0.0,111.938
51,7.2381,4,4,0,0.0,13.5
52,7.4,1251,0,0,0.0,116.25
53,7.51429,4,4,0,0.0,13.5
54,7.6,1283,0,0,0.0,117.062
55,7.79048,4,4,0,0.0,13.5
56,7.8,1279,0,0,0.0,117.25
57,8.0,668,0,0,0.0,117.625
58,8.06667,4,4,0,0.0,13.5
59,8.2,1156,0,0,0.0,103.75
60,8.34286,4,4,0,0.0,13.5
61,8.4,1156,0,0,0.0,103.375
62,8.6,1157,0,0,0.0,103.5
63,8.61905,4,4,0,0.0,13.5
64,8.8,1157,0,0,0.0,103.312
65,8.89524,4,4,0,0.0,13.5
66,9.0,1153,0,0,0.0,103.438
67,9.17143,24,24,0,0.0,17.75
68,9.2,1150,0,0,0.0,103.438
69,9.4,1149,0,0,0.0,103.438
70,9.44762,20,20,0,0.0,16.25
71,9.6,1156,0,0,0.0,103.438
72,9.72381,20,20,0,0.0,16.25
73,9.8,1157,0,0,0.0,103.5
74,10.0,1175,20,0,0.0,119.812
75,10.2,1155,0,0,0.0,103.312
76,10.4,1215,0,0,0.0,125.812
77,10.6,1144,0,0,0.0,125.75
78,10.8,1145,0,0,0.0,125.688
79,11.0,1147,0,0,0.0,125.5
80,11.2,1144,0,0,0.0,125.75
81,11.4,1151,0,0,0.0,125.688
82,11.6,1147,0,0,0.0,125.688
83,11.8,1142,0,0,0.0,125.688
84,12.0,1147,0,0,0.0,125.75
85,12.2,633,0,0,0.0,126.312
