layer,z_mm,segments,support_segments,island_candidates_ge_0_25mm2,largest_island_candidate_mm2,occupied_raster_area_mm2
1,0.2,4729,708,0,0.0,8509.5
2,0.4,3588,0,0,0.0,7026.188
3,0.46,266,266,0,0.0,366.0
4,0.6,3581,0,0,0.0,7026.0
5,0.72,266,266,0,0.0,368.062
6,0.8,3591,0,0,0.0,7026.125
7,0.98,255,255,0,0.0,365.938
8,1.0,3580,0,0,0.0,7031.062
9,1.2,15357,0,0,0.0,2971.812
10,1.24,265,265,0,0.0,368.0
11,1.4,15246,0,0,0.0,3024.5
12,1.5,281,281,0,0.0,368.0
13,1.6,5828,0,0,0.0,4569.312
14,1.76,266,266,0,0.0,367.938
15,1.8,5210,0,0,0.0,6196.188
16,2.0,5176,0,0,0.0,6181.625
17,2.02,264,264,0,0.0,365.875
18,2.2,5829,0,0,0.0,6217.75
19,2.28,265,265,0,0.0,368.062
20,2.4,5220,0,0,0.0,6166.625
21,2.54,280,280,0,0.0,366.0
22,2.6,4865,0,0,0.0,2351.0
23,2.8,5710,398,0,0.0,2845.625
24,3.0,5710,0,0,0.0,2400.438
25,3.07805,418,418,0,0.0,452.5
26,3.2,4973,0,0,0.0,2264.312
27,3.3561,403,403,0,0.0,451.812
28,3.4,5121,0,0,0.0,2209.438
29,3.6,6091,0,0,0.0,2220.625
30,3.63415,525,525,0,0.0,418.062
31,3.8,5679,0,0,0.0,2216.688
32,3.9122,522,522,0,0.0,418.0
33,4.0,5621,0,0,0.0,2220.562
34,4.19024,512,512,0,0.0,418.0
35,4.2,6019,0,0,0.0,2221.5
36,4.4,4971,0,0,0.0,2202.75
37,4.46829,513,513,0,0.0,418.125
38,4.6,6306,0,0,0.0,2234.125
39,4.74634,543,543,0,0.0,418.0
40,4.8,5567,0,0,0.0,2180.5
41,5.0,5816,0,0,0.0,2176.875
42,5.02439,522,522,0,0.0,417.812
43,5.2,5021,0,0,0.0,2161.438
44,5.30244,518,518,0,0.0,417.938
45,5.4,5555,0,0,0.0,2175.375
46,5.58049,518,518,0,0.0,417.875
47,5.6,5831,0,0,0.0,2188.625
48,5.8,5224,0,0,0.0,2189.375
49,5.85854,521,521,0,0.0,418.125
50,6.0,4878,0,0,0.0,2218.625
51,6.13659,520,520,0,0.0,418.062
52,6.2,6016,0,0,0.0,2239.0
53,6.4,5771,0,0,0.0,2219.625
54,6.41463,522,522,0,0.0,418.0
55,6.6,5612,0,0,0.0,2218.875
56,6.69268,518,518,0,0.0,417.938
57,6.8,6101,0,0,0.0,2220.375
58,6.97073,522,522,0,0.0,417.938
59,7.0,5087,0,0,0.0,2201.938
60,7.2,6881,0,0,0.0,2254.375
61,7.24878,535,535,0,0.0,418.062
62,7.4,5384,0,0,0.0,2194.188
63,7.52683,521,521,0,0.0,418.062
64,7.6,5757,0,0,0.0,2195.875
65,7.8,5013,0,0,0.0,2178.625
66,7.80488,521,521,0,0.0,418.062
67,8.0,5458,0,0,0.0,2170.375
68,8.08293,524,524,0,0.0,418.25
69,8.2,5855,0,0,0.0,2185.562
70,8.36098,537,537,0,0.0,418.062
71,8.4,5303,0,0,0.0,2201.25
72,8.6,4928,0,0,0.0,2208.438
73,8.63902,516,516,0,0.0,418.062
74,8.8,6178,0,0,0.0,2230.375
75,8.91707,517,517,0,0.0,417.875
76,9.0,5797,0,0,0.0,2215.75
77,9.19512,536,536,0,0.0,418.062
78,9.2,5587,0,0,0.0,2219.312
79,9.4,5921,0,0,0.0,2215.312
80,9.47317,521,521,0,0.0,417.938
81,9.6,5012,0,0,0.0,2205.625
82,9.75122,526,526,0,0.0,418.125
83,9.8,6409,0,0,0.0,2248.375
84,10.0,5532,0,0,0.0,2187.188
85,10.0293,523,523,0,0.0,418.0
86,10.2,5716,0,0,0.0,2174.688
87,10.3073,521,521,0,0.0,418.0
88,10.4,5009,0,0,0.0,2158.688
89,10.5854,547,547,0,0.0,418.062
90,10.6,5071,0,0,0.0,2158.688
91,10.8,5719,0,0,0.0,2179.188
92,10.8634,518,518,0,0.0,418.062
93,11.0,5357,0,0,0.0,2188.0
94,11.1415,519,519,0,0.0,418.0
95,11.2,4688,0,0,0.0,2223.75
96,11.4,5704,0,0,0.0,2244.125
97,11.4195,534,534,0,0.0,418.062
98,11.6,5924,0,0,0.0,2213.688
99,11.6976,521,521,0,0.0,418.062
100,11.8,5577,0,0,0.0,2212.875
101,11.9756,522,522,0,0.0,418.0
102,12.0,6010,0,0,0.0,2214.0
103,12.2,5699,0,0,0.0,2209.5
104,12.2537,522,522,0,0.0,418.0
105,12.4,4689,0,0,0.0,2203.062
106,12.5317,544,544,0,0.0,418.0
107,12.6,5321,0,0,0.0,2199.375
108,12.8,5741,0,0,0.0,2200.375
109,12.8098,521,521,0,0.0,418.062
110,13.0,5125,0,0,0.0,2178.438
111,13.0878,534,534,0,0.0,418.0
112,13.2,5039,0,0,0.0,2159.25
113,13.3659,941,941,0,0.0,701.5
114,13.4,5719,0,0,0.0,2181.375
115,13.6,5060,0,0,0.0,2324.938
116,13.6439,805,805,0,0.0,693.938
117,13.8,3689,0,0,0.0,2849.375
118,13.922,819,819,0,0.0,697.375
119,14.0,3520,0,0,0.0,2998.062
120,14.2,4278,738,0,0.0,3686.125
121,14.4,3570,0,0,0.0,2933.25
122,14.4667,414,414,0,0.0,177.125
123,14.6,4181,0,0,0.0,3694.562
124,14.7333,389,389,0,0.0,177.062
125,14.8,3889,0,0,0.0,2445.125
126,15.0,4446,572,0,0.0,2713.938
127,15.2,3954,0,0,0.0,2440.625
128,15.2571,486,486,0,0.0,267.375
129,15.4,3984,0,0,0.0,2436.875
130,15.5143,464,464,0,0.0,268.0
131,15.6,4473,0,0,0.0,2360.875
132,15.7714,423,423,0,0.0,211.125
133,15.8,4061,0,0,0.0,2391.938
134,16.0,4049,0,0,0.0,2379.375
135,16.0286,504,504,0,0.0,399.062
136,16.2,4023,0,0,0.0,2383.875
137,16.2857,477,477,0,0.0,398.062
138,16.4,3998,0,0,0.0,2388.375
139,16.5429,475,475,0,0.0,397.688
140,16.6,4132,0,0,0.0,2442.312
141,16.8,4398,478,0,0.0,2411.125
142,17.0,3841,0,0,0.0,2012.062
143,17.04,407,407,0,0.0,85.312
144,17.2,4108,0,0,0.0,2465.062
145,17.28,406,406,0,0.0,85.188
