layer,z_mm,segments,support_segments,island_candidates_ge_0_25mm2,largest_island_candidate_mm2,occupied_raster_area_mm2
1,0.2,6482,628,0,0.0,14816.875
2,0.4,5213,0,0,0.0,14934.062
3,0.44,338,338,0,0.0,42.562
4,0.6,5202,0,0,0.0,15027.625
5,0.68,490,490,0,0.0,71.062
6,0.8,5329,0,0,0.0,15030.312
7,0.92,226,226,0,0.0,59.188
8,1.0,5276,0,0,0.0,15031.188
9,1.16,231,231,0,0.0,59.25
10,1.2,36870,0,0,0.0,4635.25
11,1.4,5463,156,0,0.0,14983.812
12,1.6,5299,0,0,0.0,15031.188
13,1.8,4221,0,0,0.0,15107.438
14,2.0,4241,0,0,0.0,15107.812
15,2.2,2772,0,0,0.0,15083.688
16,2.4,4450,0,0,0.0,752.938
17,2.6,4465,0,0,0.0,753.312
18,2.8,4475,0,0,0.0,753.562
19,3.0,4463,0,0,0.0,753.562
20,3.2,4466,0,0,0.0,753.312
21,3.4,4463,0,0,0.0,753.375
22,3.6,4475,0,0,0.0,753.0
23,3.8,1488,0,0,0.0,752.188
24,4.0,143,0,0,0.0,484.5
25,4.2,143,0,0,0.0,484.5
26,4.4,205,0,0,0.0,464.188
27,4.6,107,0,0,0.0,377.875
28,4.8,101,0,0,0.0,377.188
29,5.0,39,0,0,0.0,286.062
30,5.2,39,0,0,0.0,286.062
31,5.4,39,0,0,0.0,286.062
32,5.6,231,0,0,0.0,278.938
33,5.8,21,0,0,0.0,44.188
34,6.0,21,0,0,0.0,44.188
35,6.2,21,0,0,0.0,44.188
36,6.4,21,0,0,0.0,44.188
37,6.6,21,0,0,0.0,44.188
38,6.8,21,0,0,0.0,44.188
39,7.0,21,0,0,0.0,44.188
40,7.2,21,0,0,0.0,44.188
41,7.4,21,0,0,0.0,44.188
42,7.6,21,0,0,0.0,44.188
43,7.8,21,0,0,0.0,44.188
44,8.0,21,0,0,0.0,44.188
45,8.2,21,0,0,0.0,44.188
46,8.4,21,0,0,0.0,44.188
47,8.6,21,0,0,0.0,44.188
48,8.8,21,0,0,0.0,44.188
49,9.0,21,0,0,0.0,44.188
50,9.2,28,0,0,0.0,44.375
51,9.4,9,0,0,0.0,20.938
52,9.6,9,0,0,0.0,20.938
53,9.8,9,0,0,0.0,20.938
54,10.0,9,0,0,0.0,20.938
55,10.2,9,0,0,0.0,20.938
56,10.4,9,0,0,0.0,20.938
57,10.6,9,0,0,0.0,20.938
58,10.8,9,0,0,0.0,20.938
59,11.0,9,0,0,0.0,20.938
60,11.2,9,0,0,0.0,20.938
61,11.4,9,0,0,0.0,20.938
62,11.6,9,0,0,0.0,20.938
63,11.8,22,0,0,0.0,20.875
