layer,z_mm,segments,support_segments,island_candidates_ge_0_25mm2,largest_island_candidate_mm2,occupied_raster_area_mm2
1,0.2,924,66,0,0.0,2060.375
2,0.4,442,0,0,0.0,2008.438
3,0.475,8,8,0,0.0,15.875
4,0.6,434,0,0,0.0,2009.5
5,0.75,8,8,0,0.0,15.875
6,0.8,442,0,0,0.0,2008.438
7,1.0,434,0,0,0.0,2009.5
8,1.025,8,8,0,0.0,15.875
9,1.2,638,0,0,0.0,1907.75
10,1.3,8,8,0,0.0,15.875
11,1.4,478,0,0,0.0,1994.938
12,1.575,8,8,0,0.0,15.875
13,1.6,502,0,0,0.0,1992.438
14,1.8,487,0,0,0.0,1996.562
15,1.85,8,8,0,0.0,15.875
16,2.0,335,0,0,0.0,1991.125
17,2.125,8,8,0,0.0,15.875
18,2.2,254,0,0,0.0,573.0
19,2.4,456,204,0,0.0,827.0
20,2.6,423,186,0,0.0,792.375
21,2.8,451,204,0,0.0,797.625
22,3.0,446,204,0,0.0,693.812
23,3.2,489,201,0,0.0,693.875
24,3.4,451,199,0,0.0,694.812
25,3.6,288,0,0,0.0,552.25
26,3.64,223,223,0,0.0,145.562
27,3.8,307,0,0,0.0,553.0
28,3.88,221,221,0,0.0,146.188
29,4.0,290,0,0,0.0,554.125
30,4.12,203,203,0,0.0,149.5
31,4.2,225,0,0,0.0,563.75
32,4.36,197,197,0,0.0,148.5
33,4.4,229,0,0,0.0,564.062
34,4.6,449,195,0,0.0,714.875
35,4.8,414,211,0,0.0,706.75
36,5.0,486,192,0,0.0,701.75
37,5.2,454,192,0,0.0,697.938
38,5.4,422,200,0,0.0,702.938
39,5.6,241,0,0,0.0,566.0
40,5.65714,208,208,0,0.0,143.312
41,5.8,220,0,0,0.0,563.375
42,5.91429,205,205,0,0.0,143.75
43,6.0,255,0,0,0.0,553.688
44,6.17143,187,187,0,0.0,136.312
45,6.2,281,0,0,0.0,553.0
46,6.4,310,0,0,0.0,554.0
47,6.42857,184,184,0,0.0,136.0
48,6.6,290,0,0,0.0,553.938
49,6.68571,187,187,0,0.0,136.188
50,6.8,328,0,0,0.0,561.688
51,6.94286,187,187,0,0.0,136.188
52,7.0,295,0,0,0.0,558.5
53,7.2,471,204,0,0.0,649.5
54,7.4,401,229,0,0.0,660.0
55,7.6,187,0,0,0.0,505.688
56,7.67692,232,232,0,0.0,156.688
57,7.8,174,0,0,0.0,505.625
58,7.95385,235,235,0,0.0,154.438
59,8.0,173,0,0,0.0,502.688
60,8.2,202,0,0,0.0,505.0
61,8.23077,221,221,0,0.0,142.0
62,8.4,191,0,0,0.0,505.125
63,8.50769,220,220,0,0.0,142.312
64,8.6,183,0,0,0.0,504.375
65,8.78462,218,218,0,0.0,141.938
66,8.8,249,0,0,0.0,506.188
67,9.0,261,0,0,0.0,506.062
68,9.06154,217,217,0,0.0,141.875
69,9.2,240,0,0,0.0,505.938
70,9.33846,225,225,0,0.0,141.938
71,9.4,263,0,0,0.0,506.625
72,9.6,252,0,0,0.0,507.25
73,9.61538,220,220,0,0.0,142.312
74,9.8,230,0,0,0.0,507.125
75,9.89231,220,220,0,0.0,142.25
76,10.0,163,0,0,0.0,504.562
77,10.1692,220,220,0,0.0,142.25
78,10.2,181,0,0,0.0,505.062
79,10.4,175,0,0,0.0,505.375
80,10.4462,220,220,0,0.0,142.25
81,10.6,187,0,0,0.0,509.75
82,10.7231,221,221,0,0.0,142.25
83,10.8,196,0,0,0.0,502.5
84,11.0,421,223,0,0.0,645.438
85,11.2,427,240,0,0.0,645.0
86,11.4,486,234,0,0.0,645.562
87,11.6,524,256,0,0.0,646.25
88,11.8,496,248,0,0.0,645.688
89,12.0,536,260,0,0.0,646.562
90,12.2,516,254,0,0.0,644.375
91,12.4,433,249,0,0.0,643.25
92,12.6,449,251,0,0.0,641.188
93,12.8,446,250,0,0.0,640.0
94,13.0,437,254,0,0.0,638.438
95,13.2,182,0,0,0.0,480.5
96,13.28,238,238,0,0.0,153.0
97,13.4,195,0,0,0.0,479.625
98,13.56,259,259,0,0.0,163.812
99,13.6,173,0,0,0.0,480.875
100,13.8,188,0,0,0.0,480.062
101,13.84,248,248,0,0.0,161.375
102,14.0,281,0,0,0.0,485.938
103,14.12,260,260,0,0.0,162.625
104,14.2,285,0,0,0.0,484.875
105,14.4,492,243,0,0.0,646.625
106,14.6,518,252,0,0.0,630.0
107,14.8,718,202,0,0.0,638.438
108,15.0,423,0,0,0.0,522.938
109,15.0783,211,211,0,0.0,130.562
110,15.2,506,0,0,0.0,524.25
111,15.3565,210,210,0,0.0,130.562
112,15.4,556,0,0,0.0,535.5
113,15.6,619,0,0,0.0,554.125
114,15.6348,210,210,0,0.0,130.125
115,15.8,628,0,0,0.0,565.375
116,15.913,209,209,0,0.0,130.625
117,16.0,694,0,0,0.0,580.062
118,16.1913,210,210,0,0.0,130.562
119,16.2,746,0,0,0.0,586.938
120,16.4,756,0,0,0.0,592.062
121,16.4696,210,210,0,0.0,130.688
122,16.6,752,0,0,0.0,598.0
