layer,z_mm,segments,support_segments,island_candidates_ge_0_25mm2,largest_island_candidate_mm2,occupied_raster_area_mm2
1,0.2,407,0,0,0.0,486.625
2,0.4,157,0,0,0.0,499.125
3,0.6,159,0,0,0.0,497.25
4,0.8,157,0,0,0.0,499.125
5,1.0,159,0,0,0.0,497.25
6,1.2,268,0,0,0.0,474.188
7,1.4,159,0,0,0.0,497.25
8,1.6,157,0,0,0.0,499.125
9,1.8,159,0,0,0.0,497.25
10,2.0,539,0,0,0.0,499.125
11,2.2,1193,0,0,0.0,139.75
12,2.4,1217,12,0,0.0,150.938
13,2.6,1204,0,0,0.0,139.688
14,2.64,9,9,0,0.0,7.25
15,2.8,1180,0,0,0.0,139.625
16,2.88,11,11,0,0.0,7.562
17,3.0,1207,0,0,0.0,140.25
18,3.12,9,9,0,0.0,7.25
19,3.2,1193,0,0,0.0,140.25
20,3.36,11,11,0,0.0,7.562
21,3.4,1208,0,0,0.0,139.688
22,3.6,1214,9,0,0.0,147.25
23,3.8,1223,0,0,0.0,140.875
24,4.0,1243,0,0,0.0,128.938
25,4.2,1212,24,0,0.0,153.188
26,4.4,1198,0,0,0.0,128.625
27,4.47619,22,22,0,0.0,16.812
28,4.6,1221,0,0,0.0,128.688
29,4.75238,22,22,0,0.0,16.562
30,4.8,1192,0,0,0.0,128.188
31,5.0,1206,0,0,0.0,128.625
32,5.02857,4,4,0,0.0,13.25
33,5.2,1209,0,0,0.0,128.875
34,5.30476,4,4,0,0.0,13.25
35,5.4,1203,0,0,0.0,128.312
36,5.58095,4,4,0,0.0,13.25
37,5.6,1196,0,0,0.0,128.5
38,5.8,1228,0,0,0.0,129.312
39,5.85714,4,4,0,0.0,13.25
40,6.0,1185,0,0,0.0,110.188
41,6.13333,4,4,0,0.0,13.25
42,6.2,1177,0,0,0.0,110.25
43,6.4,1194,0,0,0.0,109.812
44,6.40952,4,4,0,0.0,13.25
45,6.6,1195,0,0,0.0,110.125
46,6.68571,4,4,0,0.0,13.25
47,6.8,1185,0,0,0.0,109.812
48,6.9619,4,4,0,0.0,13.25
49,7.0,1198,0,0,0.0,110.312
50,7.2,1184,0,0,0.0,109.688
51,7.2381,4,4,0,0.0,13.25
52,7.4,1198,0,0,0.0,110.0
53,7.51429,4,4,0,0.0,13.25
54,7.6,1193,0,0,0.0,109.562
55,7.79048,4,4,0,0.0,13.25
56,7.8,1171,0,0,0.0,110.75
57,8.0,642,0,0,0.0,110.062
58,8.06667,4,4,0,0.0,13.25
59,8.2,1137,0,0,0.0,95.812
60,8.34286,4,4,0,0.0,13.25
61,8.4,1131,0,0,0.0,95.625
62,8.6,1135,0,0,0.0,95.438
63,8.61905,4,4,0,0.0,13.25
64,8.8,1135,0,0,0.0,95.625
65,8.89524,4,4,0,0.0,13.25
66,9.0,1136,0,0,0.0,95.625
67,9.17143,23,23,0,0.0,16.875
68,9.2,1135,0,0,0.0,95.688
69,9.4,1137,0,0,0.0,95.812
70,9.44762,22,22,0,0.0,16.812
71,9.6,1137,0,0,0.0,95.625
72,9.72381,22,22,0,0.0,16.562
73,9.8,1128,0,0,0.0,95.812
74,10.0,1159,22,0,0.0,112.438
75,10.2,1140,0,0,0.0,95.438
76,10.4,1195,0,0,0.0,117.438
77,10.6,1126,0,0,0.0,117.562
78,10.8,1128,0,0,0.0,117.625
79,11.0,1128,0,0,0.0,117.625
80,11.2,1123,0,0,0.0,117.438
81,11.4,1124,0,0,0.0,117.625
82,11.6,1127,0,0,0.0,117.812
83,11.8,1127,0,0,0.0,117.375
84,12.0,1128,0,0,0.0,117.438
85,12.2,624,0,0,0.0,118.25
